olgnname,count,mean.control.log.signal,control.sd.log.signal
UniRef90_Q8V7G4_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_Q8V7G4_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_Q8V7G4_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_Q8V7G4_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_Q8V7G4_oligopeptide_6,1,-4.607440166,0.227085534
UniRef90_Q8V7G4_oligopeptide_7,0,-4.727852165,0.202964529
UniRef90_Q8V7G4_oligopeptide_8,0,-4.727852165,0.202964529
UniRef90_Q8V7G4_oligopeptide_9,0,-4.727852165,0.202964529
UniRef90_Q8V7G5_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_Q8V7G5_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_Q8V7G5_oligopeptide_6,0,-4.727852165,0.202964529
UniRef90_Q8V7G5_oligopeptide_7,0,-4.727852165,0.202964529
UniRef90_Q8V7G5_oligopeptide_9,0,-4.610243065,0.231516601
UniRef90_Q8V7J0_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_Q8V7J0_oligopeptide_10,0,-4.727852165,0.202964529
UniRef90_Q8V7J0_oligopeptide_11,0,-4.727852165,0.202964529
UniRef90_Q8V7J0_oligopeptide_13,0,-4.727852165,0.202964529
UniRef90_Q8V7J0_oligopeptide_14,0,-4.727852165,0.202964529
UniRef90_Q8V7J0_oligopeptide_15,0,-4.727852165,0.202964529
UniRef90_Q8V7J0_oligopeptide_16,0,-4.727852165,0.202964529
UniRef90_Q8V7J0_oligopeptide_17,0,-4.727852165,0.202964529
UniRef90_Q8V7J0_oligopeptide_18,0,-4.727852165,0.202964529
UniRef90_Q8V7J0_oligopeptide_19,0,-4.727852165,0.202964529
UniRef90_Q8V7J0_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_Q8V7J0_oligopeptide_20,0,-4.727852165,0.202964529
UniRef90_Q8V7J0_oligopeptide_21,0,-4.727852165,0.202964529
UniRef90_Q8V7J0_oligopeptide_22,0,-4.727852165,0.202964529
UniRef90_Q8V7J0_oligopeptide_23,0,-4.727852165,0.202964529
UniRef90_Q8V7J0_oligopeptide_24,0,-4.727852165,0.202964529
UniRef90_Q8V7J0_oligopeptide_25,0,-4.727852165,0.202964529
UniRef90_Q8V7J0_oligopeptide_26,0,-4.727852165,0.202964529
UniRef90_Q8V7J0_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_Q8V7J0_oligopeptide_4,1,-4.65003704,0.216699665
UniRef90_Q8V7J0_oligopeptide_6,0,-4.697749166,0.198844698
UniRef90_Q8V7J0_oligopeptide_7,0,-4.727852165,0.202964529
UniRef90_Q8V7J0_oligopeptide_8,1,-4.727852165,0.202964529
UniRef90_Q8V7J0_oligopeptide_9,0,-4.727852165,0.202964529
UniRef90_Q8V7J1_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_Q8V7J1_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_Q8V7J1_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_Q8V7J1_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_Q8V7J1_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_Q8V7J1_oligopeptide_7,0,-4.61993404,0.172459892
UniRef90_Q8V7J1_oligopeptide_8,0,-4.727852165,0.202964529
UniRef90_Q8V7J1_oligopeptide_9,0,-4.727852165,0.202964529
UniRef90_Q8V7J2_oligopeptide_10,0,-4.727852165,0.202964529
UniRef90_Q8V7J2_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_Q8V7J2_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_Q8V7J2_oligopeptide_6,0,-4.727852165,0.202964529
UniRef90_Q8V7J2_oligopeptide_7,0,-4.727852165,0.202964529
UniRef90_Q8V7J2_oligopeptide_8,0,-4.727852165,0.202964529
UniRef90_Q8V7J2_oligopeptide_9,0,-4.727852165,0.202964529
UniRef90_Q90033_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_Q90033_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_Q90033_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_Q90033_oligopeptide_5,5,-4.529624965,0.279434782
UniRef90_Q90033_oligopeptide_6,0,-4.727852165,0.202964529
UniRef90_Q90037_oligopeptide_1,1,-4.727852165,0.202964529
UniRef90_Q90037_oligopeptide_10,0,-4.727852165,0.202964529
UniRef90_Q90037_oligopeptide_12,1,-4.697749166,0.210647835
UniRef90_Q90037_oligopeptide_14,0,-4.727852165,0.202964529
UniRef90_Q90037_oligopeptide_15,0,-4.697749165,0.2091122
UniRef90_Q90037_oligopeptide_16,2,-4.619934066,0.183097919
UniRef90_Q90037_oligopeptide_17,0,-4.727852165,0.202964529
UniRef90_Q90037_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_Q90037_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_Q90037_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_Q90037_oligopeptide_5,0,-4.619934065,0.225357347
UniRef90_Q90037_oligopeptide_6,0,-4.727852165,0.202964529
UniRef90_Q90037_oligopeptide_7,1,-4.727852165,0.202964529
UniRef90_Q90037_oligopeptide_8,1,-4.727852165,0.202964529
UniRef90_Q90037_oligopeptide_9,4,-4.58983104,0.192574245
UniRef90_Q90038_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_Q90038_oligopeptide_10,1,-4.727852165,0.202964529
UniRef90_Q90038_oligopeptide_11,0,-4.727852165,0.202964529
UniRef90_Q90038_oligopeptide_12,0,-4.727852165,0.202964529
UniRef90_Q90038_oligopeptide_13,1,-4.727852165,0.202964529
UniRef90_Q90038_oligopeptide_14,3,-4.697749165,0.188729169
UniRef90_Q90038_oligopeptide_15,0,-4.727852165,0.202964529
UniRef90_Q90038_oligopeptide_16,0,-4.727852165,0.202964529
UniRef90_Q90038_oligopeptide_17,2,-4.697749165,0.240801222
UniRef90_Q90038_oligopeptide_19,0,-4.727852165,0.202964529
UniRef90_Q90038_oligopeptide_2,1,-4.727852165,0.202964529
UniRef90_Q90038_oligopeptide_20,4,-4.667646166,0.191788563
UniRef90_Q90038_oligopeptide_3,0,-4.697749165,0.188729169
UniRef90_Q90038_oligopeptide_5,1,-4.727852165,0.202964529
UniRef90_Q90038_oligopeptide_7,2,-4.727852165,0.202964529
UniRef90_Q90038_oligopeptide_8,0,-4.727852165,0.202964529
UniRef90_Q90038_oligopeptide_9,3,-4.667646165,0.196104876
UniRef90_Q910M3_oligopeptide_1,2,-4.727852165,0.202964529
UniRef90_Q910M3_oligopeptide_2,1,-4.697749165,0.26887479
UniRef90_Q913A7_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_Q913A7_oligopeptide_10,0,-4.680140065,0.201887797
UniRef90_Q913A7_oligopeptide_11,0,-4.727852165,0.202964529
UniRef90_Q913A7_oligopeptide_12,0,-4.697749165,0.240801222
UniRef90_Q913A7_oligopeptide_13,0,-4.727852165,0.202964529
UniRef90_Q913A7_oligopeptide_14,1,-4.61993404,0.179284395
UniRef90_Q913A7_oligopeptide_15,0,-4.727852165,0.202964529
UniRef90_Q913A7_oligopeptide_16,0,-4.727852165,0.202964529
UniRef90_Q913A7_oligopeptide_17,0,-4.727852165,0.202964529
UniRef90_Q913A7_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_Q913A7_oligopeptide_20,0,-4.727852165,0.202964529
UniRef90_Q913A7_oligopeptide_21,0,-4.727852165,0.202964529
UniRef90_Q913A7_oligopeptide_22,0,-4.727852165,0.202964529
UniRef90_Q913A7_oligopeptide_23,0,-4.727852165,0.202964529
UniRef90_Q913A7_oligopeptide_26,0,-4.727852165,0.202964529
UniRef90_Q913A7_oligopeptide_27,1,-4.727852165,0.202964529
UniRef90_Q913A7_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_Q913A7_oligopeptide_30,0,-4.727852165,0.202964529
UniRef90_Q913A7_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_Q913A7_oligopeptide_7,0,-4.727852165,0.202964529
UniRef90_Q913A7_oligopeptide_8,1,-4.727852165,0.202964529
UniRef90_Q913A7_oligopeptide_9,0,-4.637543166,0.189259876
UniRef90_Q914N0_oligopeptide_10,0,-4.727852165,0.202964529
UniRef90_Q914N0_oligopeptide_11,2,-4.727852165,0.202964529
UniRef90_Q914N0_oligopeptide_12,1,-4.680140065,0.210793735
UniRef90_Q914N0_oligopeptide_13,0,-4.727852165,0.202964529
UniRef90_Q914N0_oligopeptide_15,0,-4.727852165,0.202964529
UniRef90_Q914N0_oligopeptide_16,0,-4.727852165,0.202964529
UniRef90_Q914N0_oligopeptide_17,0,-4.727852165,0.202964529
UniRef90_Q914N0_oligopeptide_18,0,-4.727852165,0.202964529
UniRef90_Q914N0_oligopeptide_19,0,-4.727852165,0.202964529
UniRef90_Q914N0_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_Q914N0_oligopeptide_20,0,-4.727852165,0.202964529
UniRef90_Q914N0_oligopeptide_21,0,-4.727852165,0.202964529
UniRef90_Q914N0_oligopeptide_22,0,-4.727852165,0.202964529
UniRef90_Q914N0_oligopeptide_24,1,-4.607440166,0.256564135
UniRef90_Q914N0_oligopeptide_25,0,-4.727852165,0.202964529
UniRef90_Q914N0_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_Q914N0_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_Q914N0_oligopeptide_6,0,-4.727852165,0.202964529
UniRef90_Q914N0_oligopeptide_7,0,-4.559728066,0.218233984
UniRef90_Q914N0_oligopeptide_8,0,-4.727852165,0.202964529
UniRef90_Q914N0_oligopeptide_9,1,-4.697749165,0.194775683
UniRef90_Q914N2_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_Q914N2_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_Q914N2_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_Q914N2_oligopeptide_4,1,-4.727852165,0.202964529
UniRef90_Q914N2_oligopeptide_5,0,-4.650036965,0.268627264
UniRef90_Q914N2_oligopeptide_6,3,-4.727852165,0.202964529
UniRef90_Q914N2_oligopeptide_7,0,-4.727852165,0.202964529
UniRef90_Q914N2_oligopeptide_8,1,-4.727852165,0.202964529
UniRef90_Q914N2_oligopeptide_9,2,-4.727852165,0.202964529
UniRef90_Q914N3_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_Q914N3_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_Q914N3_oligopeptide_7,0,-4.727852165,0.202964529
UniRef90_Q914N3_oligopeptide_8,5,-4.727852165,0.202964529
UniRef90_Q914N3_oligopeptide_9,1,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_10,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_100,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_101,1,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_102,1,-4.697749165,0.200843339
UniRef90_Q91B85_oligopeptide_105,2,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_106,0,-4.697749165,0.194775683
UniRef90_Q91B85_oligopeptide_107,1,-4.697749165,0.200843339
UniRef90_Q91B85_oligopeptide_108,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_109,2,-4.68014004,0.216731547
UniRef90_Q91B85_oligopeptide_11,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_110,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_111,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_112,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_113,0,-4.697749166,0.198844698
UniRef90_Q91B85_oligopeptide_115,1,-4.619933965,0.255590282
UniRef90_Q91B85_oligopeptide_116,0,-4.697749165,0.188729169
UniRef90_Q91B85_oligopeptide_117,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_118,3,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_119,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_121,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_13,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_14,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_15,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_16,0,-4.619934066,0.226212354
UniRef90_Q91B85_oligopeptide_18,0,-4.667646166,0.185117325
UniRef90_Q91B85_oligopeptide_19,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_20,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_21,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_22,3,-4.650036966,0.272866027
UniRef90_Q91B85_oligopeptide_23,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_24,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_25,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_26,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_27,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_28,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_29,1,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_3,2,-4.589830966,0.172937084
UniRef90_Q91B85_oligopeptide_30,3,-4.650037065,0.200250512
UniRef90_Q91B85_oligopeptide_31,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_32,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_33,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_34,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_35,1,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_36,2,-4.697749165,0.188729169
UniRef90_Q91B85_oligopeptide_37,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_4,0,-4.667646166,0.178744388
UniRef90_Q91B85_oligopeptide_40,0,-4.697749166,0.198844698
UniRef90_Q91B85_oligopeptide_41,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_42,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_43,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_44,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_45,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_46,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_47,1,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_48,5,-4.451809866,0.308357457
UniRef90_Q91B85_oligopeptide_49,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_50,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_51,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_52,1,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_53,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_55,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_56,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_57,0,-4.667646165,0.174206513
UniRef90_Q91B85_oligopeptide_58,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_59,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_6,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_60,3,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_61,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_62,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_64,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_65,1,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_66,2,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_67,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_68,2,-4.697749165,0.194775683
UniRef90_Q91B85_oligopeptide_69,1,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_7,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_71,0,-4.657955165,0.255275783
UniRef90_Q91B85_oligopeptide_73,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_74,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_75,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_76,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_77,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_78,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_79,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_8,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_80,0,-4.697749165,0.194775683
UniRef90_Q91B85_oligopeptide_81,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_82,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_83,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_84,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_85,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_86,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_88,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_89,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_9,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_90,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_91,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_92,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_93,0,-4.727852165,0.202964529
UniRef90_Q91B85_oligopeptide_94,7,-4.50232494,0.205182455
UniRef90_Q91B85_oligopeptide_96,0,-4.637543166,0.157050977
UniRef90_Q91B85_oligopeptide_99,2,-4.727852165,0.202964529
UniRef90_Q91C28_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_Q91C28_oligopeptide_10,0,-4.727852165,0.202964529
UniRef90_Q91C28_oligopeptide_11,0,-4.727852165,0.202964529
UniRef90_Q91C28_oligopeptide_12,0,-4.727852165,0.202964529
UniRef90_Q91C28_oligopeptide_14,0,-4.727852165,0.202964529
UniRef90_Q91C28_oligopeptide_15,0,-4.727852165,0.202964529
UniRef90_Q91C28_oligopeptide_17,0,-4.727852165,0.202964529
UniRef90_Q91C28_oligopeptide_18,0,-4.727852165,0.202964529
UniRef90_Q91C28_oligopeptide_19,1,-4.727852165,0.202964529
UniRef90_Q91C28_oligopeptide_2,1,-4.727852165,0.202964529
UniRef90_Q91C28_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_Q91C28_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_Q91C28_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_Q91C28_oligopeptide_6,2,-4.697749165,0.188729169
UniRef90_Q91C28_oligopeptide_7,0,-4.680140065,0.201887797
UniRef90_Q91C28_oligopeptide_8,0,-4.727852165,0.202964529
UniRef90_Q91DD5_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_Q91DD5_oligopeptide_3,0,-4.667646166,0.191491264
UniRef90_Q91DD5_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_Q91DD5_oligopeptide_6,1,-4.727852165,0.202964529
UniRef90_Q91DD5_oligopeptide_7,0,-4.727852165,0.202964529
UniRef90_Q91DD5_oligopeptide_8,0,-4.697749166,0.255402927
UniRef90_Q91E95_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_Q91E95_oligopeptide_10,2,-4.680139965,0.231541677
UniRef90_Q91E95_oligopeptide_11,2,-4.650036965,0.204425935
UniRef90_Q91E95_oligopeptide_12,1,-4.727852165,0.202964529
UniRef90_Q91E95_oligopeptide_13,0,-4.697749165,0.240801222
UniRef90_Q91E95_oligopeptide_14,0,-4.727852165,0.202964529
UniRef90_Q91E95_oligopeptide_15,2,-4.697749165,0.188729169
UniRef90_Q91E95_oligopeptide_16,0,-4.727852165,0.202964529
UniRef90_Q91E95_oligopeptide_17,0,-4.697749166,0.255402927
UniRef90_Q91E95_oligopeptide_18,0,-4.667646165,0.224489578
UniRef90_Q91E95_oligopeptide_19,0,-4.727852165,0.202964529
UniRef90_Q91E95_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_Q91E95_oligopeptide_20,0,-4.727852165,0.202964529
UniRef90_Q91E95_oligopeptide_21,0,-4.727852165,0.202964529
UniRef90_Q91E95_oligopeptide_22,0,-4.680139965,0.276059584
UniRef90_Q91E95_oligopeptide_23,1,-4.667646166,0.248701491
UniRef90_Q91E95_oligopeptide_24,0,-4.727852165,0.202964529
UniRef90_Q91E95_oligopeptide_25,2,-4.727852165,0.202964529
UniRef90_Q91E95_oligopeptide_27,2,-4.697749165,0.188729169
UniRef90_Q91E95_oligopeptide_28,0,-4.727852165,0.202964529
UniRef90_Q91E95_oligopeptide_29,0,-4.727852165,0.202964529
UniRef90_Q91E95_oligopeptide_3,0,-4.697749166,0.198844698
UniRef90_Q91E95_oligopeptide_30,0,-4.727852165,0.202964529
UniRef90_Q91E95_oligopeptide_31,0,-4.727852165,0.202964529
UniRef90_Q91E95_oligopeptide_32,0,-4.727852165,0.202964529
UniRef90_Q91E95_oligopeptide_33,0,-4.727852165,0.202964529
UniRef90_Q91E95_oligopeptide_35,0,-4.727852165,0.202964529
UniRef90_Q91E95_oligopeptide_36,0,-4.727852165,0.202964529
UniRef90_Q91E95_oligopeptide_37,0,-4.727852165,0.202964529
UniRef90_Q91E95_oligopeptide_38,0,-4.727852165,0.202964529
UniRef90_Q91E95_oligopeptide_4,1,-4.727852165,0.202964529
UniRef90_Q91E95_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_Q91E95_oligopeptide_6,2,-4.637543165,0.226318883
UniRef90_Q91E95_oligopeptide_7,0,-4.727852165,0.202964529
UniRef90_Q91E95_oligopeptide_8,0,-4.727852165,0.202964529
UniRef90_Q91E95_oligopeptide_9,1,-4.650037065,0.200250512
UniRef90_Q91E96_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_Q91E96_oligopeptide_10,0,-4.727852165,0.202964529
UniRef90_Q91E96_oligopeptide_11,0,-4.727852165,0.202964529
UniRef90_Q91E96_oligopeptide_12,1,-4.727852165,0.202964529
UniRef90_Q91E96_oligopeptide_14,0,-4.727852165,0.202964529
UniRef90_Q91E96_oligopeptide_15,0,-4.727852165,0.202964529
UniRef90_Q91E96_oligopeptide_16,0,-4.727852165,0.202964529
UniRef90_Q91E96_oligopeptide_17,0,-4.727852165,0.202964529
UniRef90_Q91E96_oligopeptide_18,0,-4.727852165,0.202964529
UniRef90_Q91E96_oligopeptide_19,0,-4.727852165,0.202964529
UniRef90_Q91E96_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_Q91E96_oligopeptide_21,0,-4.727852165,0.202964529
UniRef90_Q91E96_oligopeptide_22,0,-4.667646165,0.174206513
UniRef90_Q91E96_oligopeptide_23,0,-4.697749166,0.198844698
UniRef90_Q91E96_oligopeptide_24,0,-4.727852165,0.202964529
UniRef90_Q91E96_oligopeptide_25,0,-4.440346039,0.210730313
UniRef90_Q91E96_oligopeptide_27,0,-4.727852165,0.202964529
UniRef90_Q91E96_oligopeptide_28,0,-4.727852165,0.202964529
UniRef90_Q91E96_oligopeptide_30,2,-4.697749165,0.194775683
UniRef90_Q91E96_oligopeptide_31,2,-4.697749165,0.2091122
UniRef90_Q91E96_oligopeptide_4,0,-4.637543166,0.24179674
UniRef90_Q91E96_oligopeptide_5,0,-4.697749165,0.188729169
UniRef90_Q91E96_oligopeptide_7,0,-4.697749166,0.210647835
UniRef90_Q91E96_oligopeptide_8,0,-4.727852165,0.202964529
UniRef90_Q91E96_oligopeptide_9,0,-4.727852165,0.202964529
UniRef90_Q96713_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_Q96713_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_Q96713_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_Q96713_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_Q96713_oligopeptide_6,0,-4.727852165,0.202964529
UniRef90_Q96713_oligopeptide_7,0,-4.680140065,0.201887797
UniRef90_Q96713_oligopeptide_8,0,-4.727852165,0.202964529
UniRef90_Q96818_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_Q96818_oligopeptide_10,1,-4.727852165,0.202964529
UniRef90_Q96818_oligopeptide_11,1,-4.727852165,0.202964529
UniRef90_Q96818_oligopeptide_12,0,-4.727852165,0.202964529
UniRef90_Q96818_oligopeptide_13,0,-4.727852165,0.202964529
UniRef90_Q96818_oligopeptide_14,1,-4.697749165,0.194775683
UniRef90_Q96818_oligopeptide_15,1,-4.727852165,0.202964529
UniRef90_Q96818_oligopeptide_16,0,-4.727852165,0.202964529
UniRef90_Q96818_oligopeptide_18,0,-4.727852165,0.202964529
UniRef90_Q96818_oligopeptide_19,0,-4.727852165,0.202964529
UniRef90_Q96818_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_Q96818_oligopeptide_20,0,-4.727852165,0.202964529
UniRef90_Q96818_oligopeptide_21,0,-4.727852165,0.202964529
UniRef90_Q96818_oligopeptide_22,0,-4.727852165,0.202964529
UniRef90_Q96818_oligopeptide_23,1,-4.727852165,0.202964529
UniRef90_Q96818_oligopeptide_24,0,-4.727852165,0.202964529
UniRef90_Q96818_oligopeptide_25,0,-4.727852165,0.202964529
UniRef90_Q96818_oligopeptide_26,0,-4.727852165,0.202964529
UniRef90_Q96818_oligopeptide_27,2,-4.727852165,0.202964529
UniRef90_Q96818_oligopeptide_28,0,-4.632427914,0.310698273
UniRef90_Q96818_oligopeptide_3,1,-4.697749166,0.210647835
UniRef90_Q96818_oligopeptide_4,1,-4.65003704,0.275260609
UniRef90_Q96818_oligopeptide_5,2,-4.727852165,0.202964529
UniRef90_Q96818_oligopeptide_7,2,-4.637543166,0.17141866
UniRef90_Q96818_oligopeptide_8,2,-4.577337166,0.180269211
UniRef90_Q96818_oligopeptide_9,3,-4.667646165,0.190100644
UniRef90_Q96831_oligopeptide_1,3,-4.49440674,0.21396021
UniRef90_Q96831_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_Q96831_oligopeptide_3,1,-4.667646165,0.224489578
UniRef90_Q96831_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_Q96831_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_Q96831_oligopeptide_6,0,-4.727852165,0.202964529
UniRef90_Q96895_oligopeptide_2,0,-4.697749166,0.210647835
UniRef90_Q96896_oligopeptide_1,1,-4.727852165,0.202964529
UniRef90_Q96896_oligopeptide_10,0,-4.727852165,0.202964529
UniRef90_Q96896_oligopeptide_12,0,-4.727852165,0.202964529
UniRef90_Q96896_oligopeptide_13,1,-4.597749165,0.227504331
UniRef90_Q96896_oligopeptide_14,0,-4.727852165,0.202964529
UniRef90_Q96896_oligopeptide_15,0,-4.727852165,0.202964529
UniRef90_Q96896_oligopeptide_16,0,-4.727852165,0.202964529
UniRef90_Q96896_oligopeptide_17,0,-4.727852165,0.202964529
UniRef90_Q96896_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_Q96896_oligopeptide_3,1,-4.697749165,0.188729169
UniRef90_Q96896_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_Q96896_oligopeptide_5,0,-4.727852165,0.202964529
