olgnname,count,mean.control.log.signal,control.sd.log.signal,sample
UniRef90_Q8JPX5_oligopeptide_21,1,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_22,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_23,0,-4.698152471,0.196465498,2
UniRef90_Q8JPX5_oligopeptide_24,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_25,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_26,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_27,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_28,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_29,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_30,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_31,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_32,0,-4.516157539,0.08747136,2
UniRef90_Q8JPX5_oligopeptide_33,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_34,0,-4.628665703,0.06972901,2
UniRef90_Q8JPX5_oligopeptide_36,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_37,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_38,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_40,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_41,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_43,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_44,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_45,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_46,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_47,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_48,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_49,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_5,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_52,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_53,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_54,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_55,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_56,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_59,0,-4.698152471,0.196465498,2
UniRef90_Q8JPX5_oligopeptide_6,2,-4.528046244,0.676405372,2
UniRef90_Q8JPX5_oligopeptide_61,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_63,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_64,0,-4.628665703,0.06972901,2
UniRef90_Q8JPX5_oligopeptide_65,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_66,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_67,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_68,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_69,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_7,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_70,0,-4.516157539,0.08747136,2
UniRef90_Q8JPX5_oligopeptide_71,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_72,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_73,0,-4.568778473,0.018729435,2
UniRef90_Q8JPX5_oligopeptide_74,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_75,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_77,0,-4.628665703,0.06972901,2
UniRef90_Q8JPX5_oligopeptide_78,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX5_oligopeptide_8,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX6_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX6_oligopeptide_10,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX6_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX6_oligopeptide_4,1,-4.780914829,0.42605126,2
UniRef90_Q8JPX6_oligopeptide_5,0,-4.698152471,0.196465498,2
UniRef90_Q8JPX6_oligopeptide_6,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX6_oligopeptide_7,0,-4.698152471,0.196465498,2
UniRef90_Q8JPX6_oligopeptide_8,1,-4.780914829,0.42605126,2
UniRef90_Q8JPX6_oligopeptide_9,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX9_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX9_oligopeptide_10,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX9_oligopeptide_11,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX9_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX9_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX9_oligopeptide_4,0,-4.698152471,0.196465498,2
UniRef90_Q8JPX9_oligopeptide_5,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX9_oligopeptide_6,0,-4.780914829,0.42605126,2
UniRef90_Q8JPX9_oligopeptide_7,0,-4.698152471,0.196465498,2
UniRef90_Q8JPX9_oligopeptide_8,0,-4.780914829,0.42605126,2
UniRef90_Q8JPY0_oligopeptide_1,0,-4.628665703,0.06972901,2
UniRef90_Q8JPY0_oligopeptide_10,0,-4.780914829,0.42605126,2
UniRef90_Q8JPY0_oligopeptide_11,0,-4.780914829,0.42605126,2
UniRef90_Q8JPY0_oligopeptide_2,0,-4.568778473,0.018729435,2
UniRef90_Q8JPY0_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_Q8JPY0_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_Q8JPY0_oligopeptide_6,0,-4.780914829,0.42605126,2
UniRef90_Q8JPY0_oligopeptide_7,0,-4.780914829,0.42605126,2
UniRef90_Q8JPY0_oligopeptide_8,0,-4.698152471,0.196465498,2
UniRef90_Q8JPY0_oligopeptide_9,0,-4.780914829,0.42605126,2
UniRef90_Q8JPY1_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_Q8JPY1_oligopeptide_11,0,-4.780914829,0.42605126,2
UniRef90_Q8JPY1_oligopeptide_12,0,-4.780914829,0.42605126,2
UniRef90_Q8JPY1_oligopeptide_13,0,-4.780914829,0.42605126,2
UniRef90_Q8JPY1_oligopeptide_16,0,-4.780914829,0.42605126,2
UniRef90_Q8JPY1_oligopeptide_18,0,-4.698152471,0.196465498,2
UniRef90_Q8JPY1_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_Q8JPY1_oligopeptide_20,0,-4.780914829,0.42605126,2
UniRef90_Q8JPY1_oligopeptide_21,0,-4.780914829,0.42605126,2
UniRef90_Q8JPY1_oligopeptide_22,0,-4.780914829,0.42605126,2
UniRef90_Q8JPY1_oligopeptide_23,0,-4.780914829,0.42605126,2
UniRef90_Q8JPY1_oligopeptide_24,0,-4.780914829,0.42605126,2
UniRef90_Q8JPY1_oligopeptide_25,0,-4.780914829,0.42605126,2
UniRef90_Q8JPY1_oligopeptide_26,0,-4.780914829,0.42605126,2
UniRef90_Q8JPY1_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_Q8JPY1_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_Q8JPY1_oligopeptide_5,0,-4.780914829,0.42605126,2
UniRef90_Q8JPY1_oligopeptide_9,0,-4.516157539,0.08747136,2
UniRef90_Q8JSZ3_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_Q8JSZ3_oligopeptide_10,0,-4.780914829,0.42605126,2
UniRef90_Q8JSZ3_oligopeptide_11,0,-4.780914829,0.42605126,2
UniRef90_Q8JSZ3_oligopeptide_12,0,-4.780914829,0.42605126,2
UniRef90_Q8JSZ3_oligopeptide_13,0,-4.780914829,0.42605126,2
UniRef90_Q8JSZ3_oligopeptide_14,0,-4.780914829,0.42605126,2
UniRef90_Q8JSZ3_oligopeptide_15,0,-4.780914829,0.42605126,2
UniRef90_Q8JSZ3_oligopeptide_17,0,-4.780914829,0.42605126,2
UniRef90_Q8JSZ3_oligopeptide_18,0,-4.780914829,0.42605126,2
UniRef90_Q8JSZ3_oligopeptide_19,0,-4.780914829,0.42605126,2
UniRef90_Q8JSZ3_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_Q8JSZ3_oligopeptide_20,0,-4.780914829,0.42605126,2
UniRef90_Q8JSZ3_oligopeptide_21,0,-4.780914829,0.42605126,2
UniRef90_Q8JSZ3_oligopeptide_25,0,-4.780914829,0.42605126,2
UniRef90_Q8JSZ3_oligopeptide_26,0,-4.780914829,0.42605126,2
UniRef90_Q8JSZ3_oligopeptide_27,0,-4.628665703,0.06972901,2
UniRef90_Q8JSZ3_oligopeptide_28,0,-4.780914829,0.42605126,2
UniRef90_Q8JSZ3_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_Q8JSZ3_oligopeptide_31,1,-4.780914829,0.42605126,2
UniRef90_Q8JSZ3_oligopeptide_32,0,-4.780914829,0.42605126,2
UniRef90_Q8JSZ3_oligopeptide_33,0,-4.780914829,0.42605126,2
UniRef90_Q8JSZ3_oligopeptide_34,0,-4.780914829,0.42605126,2
UniRef90_Q8JSZ3_oligopeptide_35,0,-4.698152471,0.196465498,2
UniRef90_Q8JSZ3_oligopeptide_36,0,-4.568778473,0.018729435,2
UniRef90_Q8JSZ3_oligopeptide_37,0,-4.780914829,0.42605126,2
UniRef90_Q8JSZ3_oligopeptide_38,0,-4.698152471,0.196465498,2
UniRef90_Q8JSZ3_oligopeptide_39,0,-4.780914829,0.42605126,2
UniRef90_Q8JSZ3_oligopeptide_40,0,-4.780914829,0.42605126,2
UniRef90_Q8JSZ3_oligopeptide_41,0,-4.780914829,0.42605126,2
UniRef90_Q8JSZ3_oligopeptide_42,0,-4.780914829,0.42605126,2
UniRef90_Q8JSZ3_oligopeptide_43,0,-4.780914829,0.42605126,2
UniRef90_Q8JSZ3_oligopeptide_44,0,-4.698152471,0.196465498,2
UniRef90_Q8JSZ3_oligopeptide_45,0,-4.780914829,0.42605126,2
UniRef90_Q8JSZ3_oligopeptide_46,0,-4.780914829,0.42605126,2
UniRef90_Q8JSZ3_oligopeptide_47,0,-4.780914829,0.42605126,2
UniRef90_Q8JSZ3_oligopeptide_48,0,-4.780914829,0.42605126,2
UniRef90_Q8JSZ3_oligopeptide_49,0,-4.780914829,0.42605126,2
UniRef90_Q8JSZ3_oligopeptide_5,0,-4.780914829,0.42605126,2
UniRef90_Q8JSZ3_oligopeptide_50,0,-4.388296791,0.235484825,2
UniRef90_Q8JSZ3_oligopeptide_52,0,-4.780914829,0.42605126,2
UniRef90_Q8JSZ3_oligopeptide_53,0,-4.628665703,0.06972901,2
UniRef90_Q8JSZ3_oligopeptide_54,0,-4.780914829,0.42605126,2
UniRef90_Q8JSZ3_oligopeptide_55,0,-4.780914829,0.42605126,2
UniRef90_Q8JSZ3_oligopeptide_56,0,-4.780914829,0.42605126,2
UniRef90_Q8JSZ3_oligopeptide_57,0,-4.780914829,0.42605126,2
UniRef90_Q8JSZ3_oligopeptide_58,0,-4.780914829,0.42605126,2
UniRef90_Q8JSZ3_oligopeptide_59,0,-4.780914829,0.42605126,2
UniRef90_Q8JSZ3_oligopeptide_6,0,-4.698152471,0.196465498,2
UniRef90_Q8JSZ3_oligopeptide_60,0,-4.780914829,0.42605126,2
UniRef90_Q8JSZ3_oligopeptide_7,0,-4.780914829,0.42605126,2
UniRef90_Q8JSZ3_oligopeptide_8,0,-4.698152471,0.196465498,2
UniRef90_Q8JSZ3_oligopeptide_9,0,-4.780914829,0.42605126,2
UniRef90_Q8JTH0_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_Q8JTH0_oligopeptide_14,0,-4.780914829,0.42605126,2
UniRef90_Q8JTH0_oligopeptide_15,0,-4.780914829,0.42605126,2
UniRef90_Q8JTH0_oligopeptide_16,0,-4.780914829,0.42605126,2
UniRef90_Q8JTH0_oligopeptide_17,0,-4.568778473,0.018729435,2
UniRef90_Q8JTH0_oligopeptide_18,0,-4.780914829,0.42605126,2
UniRef90_Q8JTH0_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_Q8JTH0_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_Q8JTH0_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_Q8JTH0_oligopeptide_5,0,-4.780914829,0.42605126,2
UniRef90_Q8JTH0_oligopeptide_6,0,-4.780914829,0.42605126,2
UniRef90_Q8JTH0_oligopeptide_7,0,-4.780914829,0.42605126,2
UniRef90_Q8JTH0_oligopeptide_8,0,-4.780914829,0.42605126,2
UniRef90_Q8JTH0_oligopeptide_9,0,-4.780914829,0.42605126,2
UniRef90_Q8JTH2_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_Q8JTH2_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_Q8JTH2_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_Q8JTH2_oligopeptide_5,0,-4.780914829,0.42605126,2
UniRef90_Q8JTH2_oligopeptide_6,0,-4.780914829,0.42605126,2
UniRef90_Q8JTH2_oligopeptide_7,0,-4.698152471,0.196465498,2
UniRef90_Q8JTH2_oligopeptide_8,0,-4.780914829,0.42605126,2
UniRef90_Q8JTH2_oligopeptide_9,1,-4.780914829,0.42605126,2
UniRef90_Q8JUX5_oligopeptide_18,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX5_oligopeptide_19,0,-4.698152471,0.196465498,2
UniRef90_Q8JUX5_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX5_oligopeptide_28,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX5_oligopeptide_29,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX5_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX5_oligopeptide_30,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX5_oligopeptide_31,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX5_oligopeptide_32,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX5_oligopeptide_33,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX5_oligopeptide_34,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX5_oligopeptide_35,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX5_oligopeptide_36,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX5_oligopeptide_37,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX5_oligopeptide_38,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX5_oligopeptide_39,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX5_oligopeptide_40,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX5_oligopeptide_41,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX5_oligopeptide_42,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX5_oligopeptide_43,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX5_oligopeptide_44,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_10,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_11,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_14,0,-4.568778473,0.018729435,2
UniRef90_Q8JUX6_oligopeptide_15,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_16,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_17,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_18,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_19,0,-4.698152471,0.196465498,2
UniRef90_Q8JUX6_oligopeptide_2,1,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_20,0,-4.628665703,0.06972901,2
UniRef90_Q8JUX6_oligopeptide_21,0,-4.698152471,0.196465498,2
UniRef90_Q8JUX6_oligopeptide_22,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_23,0,-4.698152471,0.196465498,2
UniRef90_Q8JUX6_oligopeptide_24,0,-4.628665703,0.06972901,2
UniRef90_Q8JUX6_oligopeptide_26,1,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_27,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_28,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_29,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_31,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_32,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_33,0,-4.698152471,0.196465498,2
UniRef90_Q8JUX6_oligopeptide_34,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_35,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_36,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_37,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_39,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_40,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_41,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_42,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_43,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_45,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_46,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_47,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_48,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_49,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_5,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_50,0,-4.698152471,0.196465498,2
UniRef90_Q8JUX6_oligopeptide_51,0,-4.628665703,0.06972901,2
UniRef90_Q8JUX6_oligopeptide_52,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_53,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_54,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_55,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_56,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_57,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_58,1,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_59,0,-4.698152471,0.196465498,2
UniRef90_Q8JUX6_oligopeptide_6,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_60,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_61,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_62,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_63,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_64,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_65,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_66,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_67,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_69,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_7,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_71,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_72,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_73,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_74,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_75,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_76,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_77,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_78,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_79,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_8,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_80,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_81,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_82,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_84,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_85,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_86,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_87,0,-4.780914829,0.42605126,2
UniRef90_Q8JUX6_oligopeptide_88,0,-4.698152471,0.196465498,2
UniRef90_Q8JUX6_oligopeptide_9,0,-4.780914829,0.42605126,2
UniRef90_Q8JZ13_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_Q8JZ13_oligopeptide_10,0,-4.780914829,0.42605126,2
UniRef90_Q8JZ13_oligopeptide_11,0,-4.780914829,0.42605126,2
UniRef90_Q8JZ13_oligopeptide_12,0,-4.780914829,0.42605126,2
UniRef90_Q8JZ13_oligopeptide_13,0,-4.780914829,0.42605126,2
UniRef90_Q8JZ13_oligopeptide_14,0,-4.780914829,0.42605126,2
UniRef90_Q8JZ13_oligopeptide_15,0,-4.568778473,0.018729435,2
UniRef90_Q8JZ13_oligopeptide_16,0,-4.780914829,0.42605126,2
UniRef90_Q8JZ13_oligopeptide_17,0,-4.780914829,0.42605126,2
UniRef90_Q8JZ13_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_Q8JZ13_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_Q8JZ13_oligopeptide_6,0,-4.628665703,0.06972901,2
UniRef90_Q8JZ13_oligopeptide_7,0,-4.780914829,0.42605126,2
UniRef90_Q8JZ13_oligopeptide_8,0,-4.780914829,0.42605126,2
UniRef90_Q8JZ13_oligopeptide_9,0,-4.780914829,0.42605126,2
UniRef90_Q8QMN3_oligopeptide_10,0,-4.780914829,0.42605126,2
UniRef90_Q8QMN3_oligopeptide_11,0,-4.780914829,0.42605126,2
UniRef90_Q8QMN3_oligopeptide_12,0,-4.698152471,0.196465498,2
UniRef90_Q8QMN3_oligopeptide_13,0,-4.780914829,0.42605126,2
UniRef90_Q8QMN3_oligopeptide_14,0,-4.780914829,0.42605126,2
UniRef90_Q8QMN3_oligopeptide_15,0,-4.780914829,0.42605126,2
UniRef90_Q8QMN3_oligopeptide_16,0,-4.780914829,0.42605126,2
UniRef90_Q8QMN3_oligopeptide_17,0,-4.780914829,0.42605126,2
UniRef90_Q8QMN3_oligopeptide_18,0,-4.780914829,0.42605126,2
UniRef90_Q8QMN3_oligopeptide_19,0,-4.780914829,0.42605126,2
UniRef90_Q8QMN3_oligopeptide_2,0,-4.516157539,0.08747136,2
UniRef90_Q8QMN3_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_Q8QMN3_oligopeptide_5,0,-4.780914829,0.42605126,2
UniRef90_Q8QMN3_oligopeptide_6,0,-4.780914829,0.42605126,2
UniRef90_Q8QMN3_oligopeptide_7,0,-4.780914829,0.42605126,2
UniRef90_Q8QMN3_oligopeptide_8,1,-4.780914829,0.42605126,2
UniRef90_Q8QMN3_oligopeptide_9,0,-4.780914829,0.42605126,2
UniRef90_Q8QN36_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_Q8QN36_oligopeptide_11,0,-4.780914829,0.42605126,2
UniRef90_Q8QN36_oligopeptide_12,0,-4.780914829,0.42605126,2
UniRef90_Q8QN36_oligopeptide_13,0,-4.780914829,0.42605126,2
UniRef90_Q8QN36_oligopeptide_14,0,-4.780914829,0.42605126,2
UniRef90_Q8QN36_oligopeptide_15,0,-4.780914829,0.42605126,2
UniRef90_Q8QN36_oligopeptide_16,0,-4.698152471,0.196465498,2
UniRef90_Q8QN36_oligopeptide_17,0,-4.780914829,0.42605126,2
UniRef90_Q8QN36_oligopeptide_19,0,-4.780914829,0.42605126,2
UniRef90_Q8QN36_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_Q8QN36_oligopeptide_20,0,-4.780914829,0.42605126,2
UniRef90_Q8QN36_oligopeptide_21,0,-4.780914829,0.42605126,2
UniRef90_Q8QN36_oligopeptide_22,0,-4.780914829,0.42605126,2
UniRef90_Q8QN36_oligopeptide_23,0,-4.780914829,0.42605126,2
UniRef90_Q8QN36_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_Q8QN36_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_Q8QN36_oligopeptide_5,0,-4.780914829,0.42605126,2
UniRef90_Q8QN36_oligopeptide_6,0,-4.780914829,0.42605126,2
UniRef90_Q8QN36_oligopeptide_7,0,-4.780914829,0.42605126,2
UniRef90_Q8QN36_oligopeptide_8,0,-4.780914829,0.42605126,2
UniRef90_Q8QN36_oligopeptide_9,0,-4.780914829,0.42605126,2
UniRef90_Q8QV59_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_Q8QV59_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_Q8QV59_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ72_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ72_oligopeptide_10,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ72_oligopeptide_12,0,-4.516157539,0.08747136,2
UniRef90_Q8QZ72_oligopeptide_13,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ72_oligopeptide_15,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ72_oligopeptide_16,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ72_oligopeptide_17,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ72_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ72_oligopeptide_20,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ72_oligopeptide_21,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ72_oligopeptide_23,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ72_oligopeptide_24,0,-4.628665703,0.06972901,2
UniRef90_Q8QZ72_oligopeptide_25,0,-4.698152471,0.196465498,2
UniRef90_Q8QZ72_oligopeptide_26,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ72_oligopeptide_27,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ72_oligopeptide_28,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ72_oligopeptide_29,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ72_oligopeptide_3,0,-4.780914829,0.42605126,2
